"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"25.05.2021","5,110","5,100","5,153","5,078","13,12M","0,20%"
"24.05.2021","5,100","5,126","5,143","5,053","23,69M","-0,41%"
"21.05.2021","5,121","5,010","5,140","5,009","17,70M","2,36%"
"20.05.2021","5,003","5,011","5,039","4,929","12,77M","0,15%"
"19.05.2021","4,996","5,050","5,107","4,928","21,94M","-2,53%"
"18.05.2021","5,125","5,050","5,129","5,044","15,20M","2,34%"
"17.05.2021","5,008","5,000","5,044","4,951","12,02M","-0,40%"
"14.05.2021","5,028","4,930","5,028","4,925","23,65M","2,78%"
"13.05.2021","4,892","4,835","4,923","4,801","15,50M","-0,22%"
"12.05.2021","4,903","4,890","4,948","4,826","17,76M","-0,12%"
"11.05.2021","4,909","4,876","4,950","4,846","13,87M","-0,39%"
"10.05.2021","4,928","4,870","4,965","4,845","19,67M","2,21%"
"07.05.2021","4,821","4,820","4,860","4,727","13,97M","0,31%"
"06.05.2021","4,806","4,770","4,806","4,710","15,46M","0,71%"
"05.05.2021","4,773","4,735","4,795","4,700","17,00M","2,30%"
"04.05.2021","4,665","4,700","4,795","4,643","22,50M","-0,24%"
"03.05.2021","4,676","4,653","4,710","4,630","11,35M","0,12%"
"30.04.2021","4,670","4,541","4,720","4,470","23,62M","2,64%"
"29.04.2021","4,550","4,520","4,621","4,495","18,17M","1,29%"
"28.04.2021","4,492","4,570","4,660","4,424","32,28M","0,17%"
"27.04.2021","4,485","4,434","4,490","4,360","19,34M","0,15%"
"26.04.2021","4,478","4,364","4,482","4,320","18,71M","3,36%"
"23.04.2021","4,333","4,390","4,447","4,320","10,24M","-1,53%"
"22.04.2021","4,400","4,299","4,418","4,280","15,76M","2,68%"
"21.04.2021","4,286","4,324","4,386","4,224","28,40M","-0,63%"
"20.04.2021","4,313","4,501","4,524","4,303","27,01M","-4,45%"
"19.04.2021","4,514","4,380","4,538","4,358","24,01M","3,46%"
"16.04.2021","4,363","4,373","4,410","4,326","25,20M","0,58%"
"15.04.2021","4,338","4,491","4,506","4,338","16,77M","-3,30%"
"14.04.2021","4,485","4,429","4,496","4,405","11,58M","1,46%"
"13.04.2021","4,421","4,457","4,512","4,388","16,12M","-1,25%"
"12.04.2021","4,477","4,410","4,478","4,360","14,22M","1,04%"
"09.04.2021","4,431","4,535","4,562","4,431","16,94M","-2,37%"
"08.04.2021","4,538","4,556","4,564","4,444","15,85M","0,45%"
"07.04.2021","4,518","4,509","4,566","4,489","11,16M","-0,19%"
"06.04.2021","4,527","4,531","4,593","4,500","15,07M","1,82%"
"01.04.2021","4,445","4,457","4,484","4,428","9,41M","0,44%"
"31.03.2021","4,426","4,460","4,522","4,426","12,79M","-1,62%"
"30.03.2021","4,499","4,424","4,510","4,424","17,18M","3,02%"
"29.03.2021","4,367","4,400","4,462","4,365","16,58M","-1,49%"
"26.03.2021","4,433","4,420","4,480","4,378","18,25M","1,77%"
"25.03.2021","4,356","4,380","4,381","4,273","12,28M","-0,89%"
"24.03.2021","4,395","4,290","4,395","4,225","16,67M","1,34%"
"23.03.2021","4,337","4,328","4,384","4,301","24,11M","0,46%"
"22.03.2021","4,317","4,438","4,453","4,312","48,75M","-7,72%"
"19.03.2021","4,678","4,806","4,808","4,670","32,88M","-3,82%"
"18.03.2021","4,864","4,810","4,897","4,747","22,26M","1,95%"
"17.03.2021","4,771","4,695","4,812","4,670","19,99M","2,08%"
"16.03.2021","4,674","4,725","4,790","4,634","18,25M","-0,53%"
"15.03.2021","4,699","4,779","4,823","4,640","15,63M","-1,59%"
"12.03.2021","4,775","4,680","4,810","4,679","15,18M","2,16%"
"11.03.2021","4,674","4,731","4,764","4,585","16,52M","0,52%"
"10.03.2021","4,650","4,700","4,784","4,647","21,38M","-1,32%"
"09.03.2021","4,712","4,780","4,782","4,607","25,52M","-1,83%"
"08.03.2021","4,800","4,790","4,838","4,744","16,96M","2,06%"
"05.03.2021","4,703","4,650","4,789","4,581","20,25M","0,64%"
"04.03.2021","4,673","4,630","4,699","4,611","15,82M","-0,55%"
"03.03.2021","4,699","4,597","4,737","4,596","18,29M","2,98%"
"02.03.2021","4,563","4,572","4,639","4,534","13,27M","-1,02%"
"01.03.2021","4,610","4,669","4,700","4,581","14,45M","0,15%"
"26.02.2021","4,603","4,594","4,690","4,541","23,37M","-2,15%"
"25.02.2021","4,704","4,700","4,808","4,672","27,43M","1,60%"
"24.02.2021","4,630","4,590","4,630","4,542","15,65M","0,87%"
"23.02.2021","4,590","4,482","4,620","4,482","28,84M","2,59%"
"22.02.2021","4,474","4,480","4,507","4,410","17,05M","-0,69%"
"19.02.2021","4,505","4,446","4,538","4,391","15,34M","1,26%"
"18.02.2021","4,449","4,426","4,499","4,385","19,76M","0,02%"
"17.02.2021","4,448","4,495","4,551","4,404","16,27M","-1,31%"
"16.02.2021","4,507","4,520","4,544","4,446","18,29M","-1,29%"
"15.02.2021","4,566","4,488","4,587","4,458","15,31M","3,77%"
"12.02.2021","4,400","4,367","4,406","4,257","16,97M","0,41%"
"11.02.2021","4,382","4,394","4,416","4,322","11,09M","-0,27%"
"10.02.2021","4,394","4,400","4,461","4,362","30,18M","0,37%"
"09.02.2021","4,378","4,484","4,489","4,361","14,28M","-2,47%"
"08.02.2021","4,489","4,472","4,524","4,410","21,64M","1,54%"
"05.02.2021","4,421","4,301","4,442","4,260","35,81M","2,41%"
"04.02.2021","4,317","4,100","4,340","4,064","40,88M","7,50%"
"03.02.2021","4,016","4,103","4,150","3,925","24,66M","0,80%"
"02.02.2021","3,984","3,801","3,984","3,763","34,45M","6,01%"
"01.02.2021","3,758","3,846","3,848","3,736","22,71M","-0,24%"
"29.01.2021","3,767","3,883","3,908","3,767","26,87M","-4,42%"
"28.01.2021","3,941","3,782","3,956","3,782","22,51M","2,76%"
"27.01.2021","3,835","3,945","3,962","3,788","30,12M","-2,76%"
"26.01.2021","3,944","3,912","3,976","3,891","16,33M","1,47%"
"25.01.2021","3,887","4,050","4,088","3,863","14,12M","-2,87%"
"22.01.2021","4,002","3,990","4,066","3,958","23,88M","-0,82%"
"21.01.2021","4,035","4,070","4,099","4,020","24,09M","-0,39%"
"20.01.2021","4,051","4,027","4,074","4,014","18,62M","0,72%"
"19.01.2021","4,022","4,160","4,195","4,022","14,23M","-2,85%"
"18.01.2021","4,140","4,070","4,152","4,057","8,69M","1,27%"
"15.01.2021","4,088","4,159","4,216","4,020","47,29M","-2,06%"
"14.01.2021","4,174","4,190","4,225","4,136","15,36M","-0,52%"
"13.01.2021","4,196","4,250","4,264","4,191","15,75M","-1,41%"
"12.01.2021","4,256","4,284","4,295","4,243","13,92M","0,12%"
"11.01.2021","4,251","4,275","4,309","4,213","18,71M","-0,58%"
"08.01.2021","4,276","4,375","4,375","4,243","18,00M","-1,75%"
"07.01.2021","4,352","4,331","4,364","4,236","16,39M","1,00%"
"06.01.2021","4,309","4,155","4,360","4,155","23,84M","5,77%"
"05.01.2021","4,074","4,040","4,093","4,022","10,36M","-0,10%"
"04.01.2021","4,078","4,098","4,098","3,983","17,70M","1,07%"
"31.12.2020","4,035","4,051","4,082","4,035","6,32M","-0,96%"
"30.12.2020","4,074","4,070","4,148","4,062","9,54M","0,15%"
"29.12.2020","4,068","4,104","4,120","4,039","9,93M","-0,25%"
"28.12.2020","4,078","4,136","4,150","4,001","9,91M","-0,54%"
"24.12.2020","4,100","4,093","4,105","4,060","3,84M","0,47%"
"23.12.2020","4,081","3,968","4,095","3,956","29,16M","2,90%"
"22.12.2020","3,966","3,895","3,999","3,893","12,28M","2,19%"
"21.12.2020","3,881","3,912","3,958","3,796","21,39M","-4,27%"
"18.12.2020","4,054","4,033","4,097","4,013","43,55M","-0,12%"
"17.12.2020","4,059","4,069","4,088","4,006","23,50M","0,07%"
"16.12.2020","4,056","4,062","4,118","4,016","17,86M","-1,05%"
"15.12.2020","4,099","4,030","4,108","3,983","18,94M","1,76%"
"14.12.2020","4,028","4,020","4,114","4,013","27,26M","1,44%"
"11.12.2020","3,971","4,026","4,058","3,864","41,36M","-2,05%"
"10.12.2020","4,054","4,196","4,196","4,003","24,86M","-2,43%"
"09.12.2020","4,155","4,177","4,197","4,139","16,87M","0,00%"
"08.12.2020","4,155","4,179","4,238","4,154","14,25M","-1,07%"
"07.12.2020","4,200","4,250","4,301","4,173","24,37M","-2,42%"
"04.12.2020","4,304","4,067","4,304","4,055","53,90M","5,54%"
"03.12.2020","4,078","4,080","4,103","3,989","26,35M","-0,05%"
"02.12.2020","4,080","3,983","4,080","3,945","43,62M","1,87%"
"01.12.2020","4,005","3,865","4,007","3,837","45,13M","1,91%"
"30.11.2020","3,930","3,865","3,966","3,815","51,85M","-0,71%"
"27.11.2020","3,958","3,740","3,958","3,738","45,25M","4,99%"
"26.11.2020","3,770","3,795","3,813","3,675","30,27M","-0,40%"
"25.11.2020","3,785","3,810","3,840","3,683","23,85M","0,24%"
"24.11.2020","3,776","3,680","3,776","3,644","23,39M","4,02%"
"23.11.2020","3,630","3,630","3,675","3,612","22,38M","0,86%"
"20.11.2020","3,599","3,598","3,624","3,571","27,37M","0,76%"
"19.11.2020","3,572","3,433","3,598","3,429","25,85M","1,74%"
"18.11.2020","3,511","3,490","3,552","3,429","28,29M","0,40%"
"17.11.2020","3,497","3,624","3,640","3,393","53,35M","-4,40%"
"16.11.2020","3,658","3,800","3,837","3,580","89,22M","15,25%"
"13.11.2020","3,174","3,050","3,195","3,049","29,84M","2,72%"
"12.11.2020","3,090","3,050","3,116","3,010","46,62M","-1,69%"
"11.11.2020","3,143","3,078","3,165","3,061","38,88M","1,68%"
"10.11.2020","3,091","2,907","3,091","2,884","65,83M","6,59%"
"09.11.2020","2,900","2,536","2,900","2,514","79,15M","16,65%"
"06.11.2020","2,486","2,560","2,620","2,482","21,94M","-2,89%"
"05.11.2020","2,560","2,486","2,569","2,422","36,10M","4,23%"
"04.11.2020","2,456","2,490","2,530","2,426","65,11M","-6,65%"
"03.11.2020","2,631","2,527","2,641","2,510","33,53M","5,28%"
"02.11.2020","2,499","2,500","2,518","2,453","25,43M","1,50%"
"30.10.2020","2,462","2,340","2,462","2,332","23,55M","5,26%"
"29.10.2020","2,339","2,370","2,412","2,305","18,55M","-1,14%"
"28.10.2020","2,366","2,350","2,404","2,305","29,53M","-1,66%"
"27.10.2020","2,406","2,491","2,540","2,380","30,71M","-1,23%"
"26.10.2020","2,436","2,410","2,489","2,384","21,05M","-2,36%"
"23.10.2020","2,495","2,442","2,503","2,431","20,24M","2,80%"
"22.10.2020","2,427","2,366","2,440","2,332","17,17M","1,38%"
"21.10.2020","2,394","2,461","2,501","2,394","19,86M","-1,40%"
"20.10.2020","2,428","2,343","2,468","2,333","24,55M","3,06%"
"19.10.2020","2,356","2,343","2,382","2,320","17,28M","0,94%"
"16.10.2020","2,334","2,278","2,347","2,210","20,03M","3,41%"
"15.10.2020","2,257","2,223","2,269","2,183","19,41M","-0,49%"
"14.10.2020","2,268","2,260","2,313","2,248","38,18M","0,44%"
"13.10.2020","2,258","2,348","2,348","2,252","24,96M","-4,00%"
"12.10.2020","2,352","2,388","2,399","2,340","14,48M","-1,59%"
"09.10.2020","2,390","2,430","2,451","2,373","18,34M","-1,85%"
"08.10.2020","2,435","2,430","2,473","2,419","16,23M","0,91%"
"07.10.2020","2,413","2,450","2,461","2,404","19,12M","-2,58%"
"06.10.2020","2,477","2,410","2,510","2,384","33,37M","3,04%"
"05.10.2020","2,404","2,411","2,444","2,373","18,27M","1,09%"
"02.10.2020","2,378","2,342","2,394","2,316","16,12M","0,04%"
"01.10.2020","2,377","2,401","2,420","2,355","23,10M","0,21%"
"30.09.2020","2,372","2,293","2,416","2,279","21,11M","1,76%"
"29.09.2020","2,331","2,372","2,372","2,321","30,94M","-2,22%"
"28.09.2020","2,384","2,344","2,384","2,314","24,08M","4,01%"
"25.09.2020","2,292","2,312","2,389","2,288","43,01M","0,35%"
"24.09.2020","2,284","2,150","2,295","2,128","46,04M","5,30%"
"23.09.2020","2,169","2,199","2,279","2,168","33,87M","0,42%"
"22.09.2020","2,160","2,204","2,226","2,146","40,05M","-0,18%"
"21.09.2020","2,164","2,289","2,289","2,150","49,64M","-6,36%"
"18.09.2020","2,311","2,405","2,413","2,298","253,93M","-4,43%"
"17.09.2020","2,418","2,391","2,435","2,341","39,64M","-0,45%"
"16.09.2020","2,429","2,412","2,430","2,351","29,90M","0,66%"
"15.09.2020","2,413","2,467","2,476","2,400","28,19M","-3,09%"
"14.09.2020","2,490","2,464","2,499","2,427","20,74M","2,26%"
"11.09.2020","2,435","2,501","2,503","2,429","27,16M","-3,14%"
"10.09.2020","2,514","2,518","2,547","2,471","20,56M","-0,12%"
"09.09.2020","2,517","2,489","2,524","2,457","35,71M","1,12%"
"08.09.2020","2,489","2,526","2,578","2,475","39,31M","-1,43%"
"07.09.2020","2,525","2,591","2,617","2,502","21,00M","-1,25%"
"04.09.2020","2,557","2,456","2,592","2,445","44,38M","5,23%"
"03.09.2020","2,430","2,417","2,505","2,406","29,29M","1,97%"
"02.09.2020","2,383","2,458","2,477","2,372","32,24M","-3,25%"
"01.09.2020","2,463","2,497","2,500","2,420","26,99M","0,41%"
"31.08.2020","2,453","2,620","2,631","2,449","22,98M","-5,65%"
"28.08.2020","2,600","2,557","2,629","2,546","25,57M","2,60%"
"27.08.2020","2,534","2,525","2,545","2,466","18,90M","-0,28%"
"26.08.2020","2,541","2,491","2,570","2,480","26,36M","1,44%"
"25.08.2020","2,505","2,510","2,584","2,503","28,03M","0,85%"
"24.08.2020","2,484","2,453","2,484","2,415","15,74M","2,39%"
"21.08.2020","2,426","2,485","2,488","2,388","24,42M","-1,54%"
"20.08.2020","2,464","2,490","2,498","2,448","19,49M","-3,49%"
"19.08.2020","2,553","2,470","2,553","2,458","14,46M","3,03%"
"18.08.2020","2,478","2,500","2,557","2,464","16,49M","-1,47%"
"17.08.2020","2,515","2,527","2,556","2,482","27,86M","-0,47%"
"14.08.2020","2,527","2,551","2,551","2,436","32,83M","-1,29%"
"13.08.2020","2,560","2,610","2,674","2,555","17,97M","-2,77%"
"12.08.2020","2,633","2,698","2,762","2,630","24,45M","-2,30%"
"11.08.2020","2,695","2,607","2,695","2,605","27,50M","4,54%"
"10.08.2020","2,578","2,575","2,617","2,524","19,30M","2,10%"
"07.08.2020","2,525","2,569","2,592","2,462","36,81M","-3,03%"
"06.08.2020","2,604","2,660","2,700","2,582","30,31M","-2,33%"
"05.08.2020","2,666","2,796","2,821","2,661","23,36M","-3,93%"
"04.08.2020","2,775","2,751","2,829","2,722","42,76M","1,87%"
"03.08.2020","2,724","2,617","2,728","2,584","32,14M","3,30%"
"31.07.2020","2,637","2,714","2,740","2,637","32,18M","-2,26%"
"30.07.2020","2,698","2,905","2,905","2,632","45,68M","-8,07%"
"29.07.2020","2,935","3,050","3,056","2,875","19,80M","-3,68%"
"28.07.2020","3,047","3,024","3,090","3,005","17,02M","0,96%"
"27.07.2020","3,018","3,104","3,107","2,992","18,81M","-3,18%"
"24.07.2020","3,117","3,110","3,157","3,098","12,24M","-0,80%"
"23.07.2020","3,142","3,200","3,206","3,122","19,13M","-1,29%"
"22.07.2020","3,183","3,197","3,229","3,150","13,86M","0,00%"
"21.07.2020","3,183","3,230","3,319","3,163","20,64M","-0,34%"
"20.07.2020","3,194","3,204","3,205","3,133","21,22M","-0,68%"
"17.07.2020","3,216","3,263","3,265","3,178","25,21M","-1,41%"
"16.07.2020","3,262","3,250","3,283","3,216","18,98M","0,37%"
"15.07.2020","3,250","3,205","3,283","3,109","25,05M","2,56%"
"14.07.2020","3,169","3,179","3,207","3,117","21,83M","-1,12%"
"13.07.2020","3,205","3,210","3,233","3,150","12,12M","1,88%"
"10.07.2020","3,146","3,047","3,162","3,026","14,64M","2,31%"
"09.07.2020","3,075","3,149","3,165","3,060","13,38M","-1,41%"
"08.07.2020","3,119","3,187","3,196","3,106","16,94M","-3,32%"
"07.07.2020","3,226","3,263","3,283","3,207","13,73M","-2,45%"
"06.07.2020","3,307","3,259","3,369","3,256","22,84M","5,08%"
"03.07.2020","3,147","3,227","3,242","3,123","15,33M","-2,48%"
"02.07.2020","3,227","3,054","3,258","3,045","31,44M","7,28%"
"01.07.2020","3,008","3,065","3,096","2,975","20,19M","-1,83%"
"30.06.2020","3,064","3,070","3,094","2,995","21,81M","-0,58%"
"29.06.2020","3,082","3,000","3,113","2,964","18,48M","2,80%"
"26.06.2020","2,998","3,110","3,130","2,998","24,64M","-2,38%"
"25.06.2020","3,071","3,000","3,084","2,960","59,82M","1,29%"
"24.06.2020","3,032","3,150","3,195","3,026","18,47M","-4,80%"
"23.06.2020","3,185","3,095","3,229","3,081","32,44M","3,98%"
"22.06.2020","3,063","3,076","3,112","3,026","16,09M","-1,38%"
"19.06.2020","3,106","3,147","3,189","3,093","76,08M","0,16%"
"18.06.2020","3,101","3,135","3,217","3,055","42,08M","-1,84%"
"17.06.2020","3,159","3,150","3,244","3,122","25,48M","0,19%"
"16.06.2020","3,153","3,190","3,228","3,084","29,12M","3,21%"
"15.06.2020","3,055","2,978","3,103","2,973","30,68M","-2,36%"
"12.06.2020","3,129","3,036","3,210","3,024","37,84M","1,10%"
"11.06.2020","3,095","3,170","3,238","3,087","35,11M","-6,58%"
"10.06.2020","3,313","3,450","3,496","3,309","46,92M","-2,79%"
"09.06.2020","3,408","3,501","3,529","3,327","38,35M","-4,00%"
"08.06.2020","3,550","3,485","3,646","3,465","45,13M","0,65%"
"05.06.2020","3,527","3,300","3,539","3,277","51,92M","9,81%"
"04.06.2020","3,212","3,117","3,270","3,093","48,97M","1,65%"
"03.06.2020","3,160","3,050","3,171","3,038","32,90M","5,16%"
"02.06.2020","3,005","2,872","3,044","2,841","31,19M","5,03%"
"01.06.2020","2,861","2,871","2,889","2,796","18,14M","2,43%"
"29.05.2020","2,793","2,880","2,897","2,782","40,20M","-4,71%"
"28.05.2020","2,931","2,986","2,999","2,861","30,62M","0,34%"
"27.05.2020","2,921","2,850","2,978","2,842","52,07M","3,40%"
"26.05.2020","2,825","2,690","2,826","2,685","37,51M","6,60%"
"25.05.2020","2,650","2,640","2,653","2,590","13,93M","2,36%"
"22.05.2020","2,589","2,522","2,657","2,495","32,62M","0,90%"
"21.05.2020","2,566","2,544","2,618","2,505","21,85M","-0,66%"
"20.05.2020","2,583","2,547","2,599","2,457","35,36M","-0,62%"
"19.05.2020","2,599","2,800","2,820","2,532","42,37M","-4,52%"
"18.05.2020","2,722","2,619","2,744","2,601","23,86M","5,59%"
"15.05.2020","2,578","2,615","2,678","2,558","19,86M","-1,19%"
"14.05.2020","2,609","2,527","2,623","2,475","28,31M","2,68%"
"13.05.2020","2,541","2,620","2,641","2,541","35,93M","-4,55%"
"12.05.2020","2,662","2,628","2,729","2,618","16,54M","0,57%"
"11.05.2020","2,647","2,750","2,780","2,621","18,14M","-2,93%"
"08.05.2020","2,727","2,720","2,735","2,646","13,91M","1,26%"
"07.05.2020","2,693","2,738","2,744","2,672","18,70M","-0,96%"
"06.05.2020","2,719","2,801","2,820","2,698","27,12M","-2,89%"
"05.05.2020","2,800","2,858","2,908","2,754","24,41M","0,00%"
"04.05.2020","2,800","2,881","2,881","2,795","47,35M","-6,26%"
"30.04.2020","2,987","3,050","3,114","2,929","52,46M","-5,53%"
"29.04.2020","3,162","2,924","3,162","2,903","37,33M","8,03%"
"28.04.2020","2,927","2,679","2,927","2,661","33,08M","8,97%"
"27.04.2020","2,686","2,690","2,706","2,621","20,91M","3,59%"
"24.04.2020","2,593","2,618","2,655","2,582","35,73M","-4,11%"
"23.04.2020","2,704","2,626","2,756","2,611","38,27M","4,60%"
"22.04.2020","2,585","2,508","2,585","2,483","29,27M","4,28%"
"21.04.2020","2,479","2,586","2,597","2,479","31,76M","-6,73%"
"20.04.2020","2,658","2,675","2,689","2,553","22,94M","-0,23%"
"17.04.2020","2,664","2,789","2,789","2,634","47,71M","1,52%"
"16.04.2020","2,624","2,785","2,820","2,607","246,18M","-3,92%"
"15.04.2020","2,731","2,906","2,906","2,713","252,45M","-6,95%"
"14.04.2020","2,935","3,044","3,050","2,919","32,08M","-2,30%"
"09.04.2020","3,004","3,015","3,068","2,923","22,52M","1,52%"
"08.04.2020","2,959","2,861","2,976","2,819","31,90M","1,09%"
"07.04.2020","2,927","2,930","3,066","2,839","28,05M","-1,48%"
"06.04.2020","2,971","2,886","2,995","2,830","31,79M","8,11%"
"03.04.2020","2,748","2,675","2,769","2,640","38,61M","2,77%"
"02.04.2020","2,674","2,750","2,760","2,604","286,13M","-1,94%"
"01.04.2020","2,727","2,780","2,798","2,714","272,03M","-6,47%"
"31.03.2020","2,915","2,962","2,987","2,836","37,38M","-0,15%"
"30.03.2020","2,920","3,040","3,080","2,886","26,93M","-5,94%"
"27.03.2020","3,105","3,158","3,200","3,029","46,22M","-5,34%"
"26.03.2020","3,280","3,120","3,322","3,094","19,79M","0,49%"
"25.03.2020","3,263","3,389","3,450","3,010","33,89M","5,58%"
"24.03.2020","3,091","2,904","3,091","2,850","28,73M","11,01%"
"23.03.2020","2,784","2,707","2,940","2,690","28,91M","-3,52%"
"20.03.2020","2,886","2,924","3,000","2,723","47,09M","2,94%"
"19.03.2020","2,803","2,714","2,840","2,649","36,97M","3,53%"
"18.03.2020","2,708","2,779","2,973","2,660","44,61M","-3,97%"
"17.03.2020","2,820","2,881","2,890","2,644","67,53M","6,90%"
"16.03.2020","2,638","2,910","2,980","2,561","62,76M","-13,37%"
"13.03.2020","3,045","3,310","3,436","2,949","44,19M","1,23%"
"12.03.2020","3,008","3,341","3,402","2,954","71,57M","-15,08%"
"11.03.2020","3,542","3,538","3,715","3,465","48,94M","2,64%"
"10.03.2020","3,451","3,581","3,769","3,412","49,46M","-1,37%"
"09.03.2020","3,499","3,750","3,750","3,460","66,37M","-13,22%"
"06.03.2020","4,032","4,025","4,088","3,955","31,92M","-2,21%"
"05.03.2020","4,123","4,362","4,364","4,094","36,71M","-4,71%"
"04.03.2020","4,327","4,278","4,359","4,190","34,59M","1,84%"
"03.03.2020","4,249","4,370","4,454","4,226","36,43M","-0,86%"
"02.03.2020","4,286","4,420","4,431","4,142","41,82M","-1,13%"
"28.02.2020","4,335","4,420","4,420","4,235","68,81M","-4,66%"
"27.02.2020","4,547","4,665","4,697","4,492","49,77M","-4,11%"
"26.02.2020","4,742","4,739","4,787","4,629","32,62M","-0,25%"
"25.02.2020","4,754","4,950","4,950","4,738","34,67M","-3,22%"
"24.02.2020","4,912","5,000","5,000","4,903","37,14M","-3,87%"
"21.02.2020","5,110","5,083","5,125","5,050","22,85M","0,12%"
"20.02.2020","5,104","5,159","5,213","5,104","19,88M","-1,35%"
"19.02.2020","5,174","5,198","5,210","5,145","13,89M","0,12%"
"18.02.2020","5,168","5,222","5,249","5,159","15,64M","-1,15%"
"17.02.2020","5,228","5,248","5,268","5,205","10,32M","-0,29%"
"14.02.2020","5,243","5,308","5,313","5,233","12,77M","-1,04%"
"13.02.2020","5,298","5,280","5,305","5,192","21,91M","-0,58%"
"12.02.2020","5,329","5,250","5,339","5,238","19,49M","1,83%"
"11.02.2020","5,233","5,250","5,282","5,175","18,21M","-0,17%"
"10.02.2020","5,242","5,202","5,290","5,197","27,47M","0,29%"
"07.02.2020","5,227","5,080","5,230","5,071","27,16M","2,49%"
"06.02.2020","5,100","4,981","5,137","4,970","49,68M","3,51%"
"05.02.2020","4,927","4,760","4,927","4,755","39,88M","2,97%"
"04.02.2020","4,785","4,700","4,816","4,697","18,49M","2,57%"
"03.02.2020","4,665","4,700","4,718","4,612","19,11M","-0,06%"
"31.01.2020","4,668","4,820","4,850","4,650","31,43M","-0,85%"
"30.01.2020","4,708","4,619","4,708","4,598","30,49M","0,86%"
"29.01.2020","4,668","4,640","4,692","4,609","25,61M","1,46%"
"28.01.2020","4,601","4,550","4,630","4,508","15,91M","1,52%"
"27.01.2020","4,532","4,554","4,586","4,497","19,36M","-1,63%"
"24.01.2020","4,607","4,717","4,746","4,604","16,47M","-1,22%"
"23.01.2020","4,664","4,704","4,739","4,631","29,64M","-0,72%"
"22.01.2020","4,698","4,747","4,758","4,677","15,59M","-1,05%"
"21.01.2020","4,748","4,728","4,765","4,713","35,38M","-0,34%"
"20.01.2020","4,764","4,814","4,814","4,750","9,24M","-0,87%"
"17.01.2020","4,806","4,819","4,854","4,800","28,09M","0,40%"
"16.01.2020","4,787","4,776","4,826","4,723","36,28M","0,21%"
"15.01.2020","4,777","4,846","4,852","4,771","18,95M","-1,69%"
"14.01.2020","4,859","4,913","4,915","4,825","31,27M","-1,30%"
"13.01.2020","4,923","4,998","5,004","4,896","17,67M","-1,48%"
"10.01.2020","4,997","5,070","5,078","4,997","12,67M","-1,63%"
"09.01.2020","5,080","5,096","5,117","5,063","19,15M","0,43%"
"08.01.2020","5,058","4,968","5,069","4,961","12,83M","0,96%"
"07.01.2020","5,010","5,051","5,079","4,983","10,19M","-0,44%"
"06.01.2020","5,032","5,000","5,039","4,944","11,34M","-0,44%"
"03.01.2020","5,054","5,078","5,078","5,016","13,40M","-1,10%"
"02.01.2020","5,110","5,031","5,124","5,021","11,85M","2,55%"
